CD;DOCNUM    ;PSTDAT  ;MAKTX                                  ;MENGE    ;MEINS;PARID     ;REGIO;NETWRT  
1425;841709;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1017140;SC   ;101865
1426;841709;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1017140;SC   ;101865
1427;841709;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1017140;SC   ;101865
1428;841709;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;11210000;KG;1017140;SC   ;101865
1429;841717;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1017471;SC   ;132231
1430;841717;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1017471;SC   ;132231
1431;841717;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1017471;SC   ;132231
1432;841717;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1017471;SC   ;132231
1433;844512;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1017893;SC   ;279440
1434;844512;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1017893;SC   ;279440
1435;844512;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1017893;SC   ;279440
1436;844512;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30380000;KG;1017893;SC   ;279440
1437;845936;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1017893;SC   ;419438
1438;845936;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1017893;SC   ;419438
1439;845936;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1017893;SC   ;419438
1440;845936;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30150000;KG;1017893;SC   ;419438
1441;840911;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1122424;MG   ;126237
1442;840911;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1122424;MG   ;126237
1443;840911;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1122424;MG   ;126237
1444;840911;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13360000;KG;1122424;MG   ;126237
1445;840980;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1122424;MG   ;110929
1446;840980;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1122424;MG   ;110929
1447;840980;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1122424;MG   ;110929
1448;840980;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;11740000;KG;1122424;MG   ;110929
1449;844861;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1122424;MG   ;133985
1450;844861;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1122424;MG   ;133985
1451;844861;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1122424;MG   ;133985
1452;844861;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1122424;MG   ;133985
1453;841429;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;10940000;KG;1122426;SC   ;1148700
1454;841429;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;10940000;KG;1122426;SC   ;1148700
1455;841429;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;10940000;KG;1122426;SC   ;1148700
1456;841429;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;10940000;KG;1122426;SC   ;1148700
1457;841464;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23850;TO;1017250;SP   ;3935250
1458;841464;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23850;TO;1017250;SP   ;3935250
1459;841464;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23850;TO;1017250;SP   ;3935250
1460;841464;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23850;TO;1017250;SP   ;3935250
1461;842259;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21560;TO;1017250;SP   ;3557400
1462;842259;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21560;TO;1017250;SP   ;3557400
1463;842259;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21560;TO;1017250;SP   ;3557400
1464;842259;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21560;TO;1017250;SP   ;3557400
1465;844221;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21940;TO;1017250;SP   ;3620100
1466;844221;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21940;TO;1017250;SP   ;3620100
1467;844221;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21940;TO;1017250;SP   ;3620100
1468;844221;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;21940;TO;1017250;SP   ;3620100
1469;844407;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;27070;TO;1017250;SP   ;4466550
1470;844407;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;27070;TO;1017250;SP   ;4466550
1471;844407;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;27070;TO;1017250;SP   ;4466550
1472;844407;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;27070;TO;1017250;SP   ;4466550
1473;844680;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22640;TO;1017250;SP   ;3735600
1474;844680;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22640;TO;1017250;SP   ;3735600
1475;844680;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22640;TO;1017250;SP   ;3735600
1476;844680;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22640;TO;1017250;SP   ;3735600
1477;847467;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22960;TO;1017250;SP   ;3788400
1478;847467;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22960;TO;1017250;SP   ;3788400
1479;847467;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22960;TO;1017250;SP   ;3788400
1480;847467;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22960;TO;1017250;SP   ;3788400
1481;848211;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22040;TO;1017250;SP   ;3636600
1482;848211;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22040;TO;1017250;SP   ;3636600
1483;848211;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22040;TO;1017250;SP   ;3636600
1484;848211;20220113;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22040;TO;1017250;SP   ;3636600
1485;842035;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22220;TO;1017250;SP   ;3666300
1486;842035;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22220;TO;1017250;SP   ;3666300
1487;842035;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22220;TO;1017250;SP   ;3666300
1488;842035;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22220;TO;1017250;SP   ;3666300
1489;842803;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;5807;TO;1017314;SC   ;638770
1490;842803;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;5807;TO;1017314;SC   ;638770
1491;842803;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;5807;TO;1017314;SC   ;638770
1492;842803;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;5807;TO;1017314;SC   ;638770
1493;843030;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;12290;TO;1119284;SP   ;1278151
1494;843030;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;12290;TO;1119284;SP   ;1278151
1495;843030;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;12290;TO;1119284;SP   ;1278151
1496;843030;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;12290;TO;1119284;SP   ;1278151
1497;843177;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26330;TO;1017250;SP   ;4344450
1498;843177;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26330;TO;1017250;SP   ;4344450
1499;843177;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26330;TO;1017250;SP   ;4344450
1500;843177;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26330;TO;1017250;SP   ;4344450
1501;844091;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26340;TO;1017250;SP   ;4346100
1502;844091;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26340;TO;1017250;SP   ;4346100
1503;844091;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26340;TO;1017250;SP   ;4346100
1504;844091;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;26340;TO;1017250;SP   ;4346100
1505;844773;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23020;TO;1017250;SP   ;3798300
1506;844773;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23020;TO;1017250;SP   ;3798300
1507;844773;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23020;TO;1017250;SP   ;3798300
1508;844773;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23020;TO;1017250;SP   ;3798300
1509;844991;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;21940;TO;1119284;SP   ;2281744
1510;844991;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;21940;TO;1119284;SP   ;2281744
1511;844991;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;21940;TO;1119284;SP   ;2281744
1512;844991;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;21940;TO;1119284;SP   ;2281744
1513;845823;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;17870000;KG;1000410;SP   ;2060125
1514;845823;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;17870000;KG;1000410;SP   ;2060125
1515;845823;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;17870000;KG;1000410;SP   ;2060125
1516;845823;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;17870000;KG;1000410;SP   ;2060125
1517;842994;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;13180;TO;1119284;SP   ;1370711
1518;842994;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;13180;TO;1119284;SP   ;1370711
1519;842994;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;13180;TO;1119284;SP   ;1370711
1520;842994;20220106;APARAS PAPELAO ONDULADO I 030105 IBAMA ;13180;TO;1119284;SP   ;1370711
1521;843311;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;3980;TO;1119284;SP   ;452612
1522;843311;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;3980;TO;1119284;SP   ;452612
1523;843311;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;3980;TO;1119284;SP   ;452612
1524;843311;20220107;APARAS PAPELAO ONDULADO I 030105 IBAMA ;3980;TO;1119284;SP   ;452612
1525;844970;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;25670;TO;1119284;SP   ;2669661
1526;844970;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;25670;TO;1119284;SP   ;2669661
1527;844970;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;25670;TO;1119284;SP   ;2669661
1528;844970;20220110;APARAS PAPELAO ONDULADO I 030105 IBAMA ;25670;TO;1119284;SP   ;2669661
1529;842187;20220105;APARAS DE PAPEL KRAFT NATURAL          ;1040000;KG;1000343;MG   ;107120
1530;842187;20220105;APARAS DE PAPEL KRAFT NATURAL          ;1040000;KG;1000343;MG   ;107120
1531;842187;20220105;APARAS DE PAPEL KRAFT NATURAL          ;1040000;KG;1000343;MG   ;107120
1532;842187;20220105;APARAS DE PAPEL KRAFT NATURAL          ;1040000;KG;1000343;MG   ;107120
1533;842488;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;378502
1534;842488;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;378502
1535;842488;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;378502
1536;842488;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;378502
1537;842527;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1538;842527;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1539;842527;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1540;842527;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1541;844414;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;381459
1542;844414;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;381459
1543;844414;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;381459
1544;844414;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1122373;SP   ;381459
1545;844683;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1546;844683;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1547;844683;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1548;844683;20220110;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;317236
1549;846927;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;577753
1550;846927;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;577753
1551;846927;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;577753
1552;846927;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;577753
1553;846928;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;593108
1554;846928;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;593108
1555;846928;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;593108
1556;846928;20220112;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;593108
1557;848534;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;303866
1558;848534;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;303866
1559;848534;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;303866
1560;848534;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;303866
1561;848536;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;321927
1562;848536;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;321927
1563;848536;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;321927
1564;848536;20220114;APARAS PAPELAO REFILE IIA 030105 IBAMA ;1000;TO;1017503;SC   ;321927
1565;844418;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122373;SP   ;363716
1566;844418;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122373;SP   ;363716
1567;844418;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122373;SP   ;363716
1568;844418;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1122373;SP   ;363716
1569;842466;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;576822
1570;842466;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;576822
1571;842466;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;576822
1572;842466;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;576822
1573;843378;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;573148
1574;843378;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;573148
1575;843378;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;573148
1576;843378;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;573148
1577;845804;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;602318
1578;845804;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;602318
1579;845804;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;602318
1580;845804;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;602318
1581;846910;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;514710
1582;846910;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;514710
1583;846910;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;514710
1584;846910;20220112;APARAS PAPELAO ONDULADO II 030105 IBAMA;1000;TO;1017503;SC   ;514710
1585;843584;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100000;KG;1117108;SP   ;2204131
1586;843584;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100000;KG;1117108;SP   ;2204131
1587;843584;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100000;KG;1117108;SP   ;2204131
1588;843584;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;25100000;KG;1117108;SP   ;2204131
1589;841214;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000002;SC   ;2641428
1590;841214;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000002;SC   ;2641428
1591;841214;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000002;SC   ;2641428
1592;841214;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000002;SC   ;2641428
1593;841586;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000002;SC   ;2663070
1594;841586;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000002;SC   ;2663070
1595;841586;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000002;SC   ;2663070
1596;841586;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000002;SC   ;2663070
1597;842321;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000021;SP   ;2641428
1598;842321;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000021;SP   ;2641428
1599;842321;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000021;SP   ;2641428
1600;842321;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000021;SP   ;2641428
1601;843514;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000021;SP   ;2663070
1602;843514;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000021;SP   ;2663070
1603;843514;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000021;SP   ;2663070
1604;843514;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25840;TO;10000021;SP   ;2663070
1605;840662;20220103;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000022;MG   ;2390992
1606;840662;20220103;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000022;MG   ;2390992
1607;840662;20220103;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000022;MG   ;2390992
1608;840662;20220103;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000022;MG   ;2390992
1609;841188;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1610;841188;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1611;841188;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1612;841188;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1613;841201;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1614;841201;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1615;841201;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1616;841201;20220104;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25630;TO;10000022;MG   ;2641428
1617;841622;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000022;MG   ;3996667
1618;841622;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000022;MG   ;3996667
1619;841622;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000022;MG   ;3996667
1620;841622;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000022;MG   ;3996667
1621;841713;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000021;SP   ;2390992
1622;841713;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000021;SP   ;2390992
1623;841713;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000021;SP   ;2390992
1624;841713;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;23200;TO;10000021;SP   ;2390992
1625;842254;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000022;MG   ;2319881
1626;842254;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000022;MG   ;2319881
1627;842254;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000022;MG   ;2319881
1628;842254;20220105;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000022;MG   ;2319881
1629;842680;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000021;SP   ;2319881
1630;842680;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000021;SP   ;2319881
1631;842680;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000021;SP   ;2319881
1632;842680;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;22510;TO;10000021;SP   ;2319881
1633;842898;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000021;SP   ;3996667
1634;842898;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000021;SP   ;3996667
1635;842898;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000021;SP   ;3996667
1636;842898;20220106;APARAS PAPELAO REFILE IIA 030105 IBAMA ;38780;TO;10000021;SP   ;3996667
1637;843231;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000022;MG   ;4166716
1638;843231;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000022;MG   ;4166716
1639;843231;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000022;MG   ;4166716
1640;843231;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000022;MG   ;4166716
1641;843843;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000021;SP   ;4166716
1642;843843;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000021;SP   ;4166716
1643;843843;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000021;SP   ;4166716
1644;843843;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;40430;TO;10000021;SP   ;4166716
1645;844005;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000022;MG   ;4256378
1646;844005;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000022;MG   ;4256378
1647;844005;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000022;MG   ;4256378
1648;844005;20220107;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000022;MG   ;4256378
1649;844287;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25400;TO;10000022;MG   ;2617724
1650;844287;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25400;TO;10000022;MG   ;2617724
1651;844287;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25400;TO;10000022;MG   ;2617724
1652;844287;20220108;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25400;TO;10000022;MG   ;2617724
1653;845790;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000021;SP   ;4256378
1654;845790;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000021;SP   ;4256378
1655;845790;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000021;SP   ;4256378
1656;845790;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;41300;TO;10000021;SP   ;4256378
1657;846003;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25400;TO;10000021;SP   ;2617724
1658;846003;20220111;APARAS PAPELAO REFILE IIA 030105 IBAMA ;25400;TO;10000021;SP   ;2617724
