CD;DOCNUM    ;PSTDAT  ;MAKTX                                  ;MENGE    ;MEINS;PARID     ;REGIO;NETWRT  
1835;844836;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18200000;KG;1117828;MG   ;1456000
1836;844836;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18200000;KG;1117828;MG   ;1456000
1837;844899;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;16060000;KG;1117828;MG   ;1284800
1838;844899;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;16060000;KG;1117828;MG   ;1284800
1839;844899;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;16060000;KG;1117828;MG   ;1284800
1840;844899;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;16060000;KG;1117828;MG   ;1284800
1841;845839;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14960000;KG;1117828;MG   ;1196800
1842;845839;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14960000;KG;1117828;MG   ;1196800
1843;845839;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14960000;KG;1117828;MG   ;1196800
1844;845839;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;14960000;KG;1117828;MG   ;1196800
1845;845889;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15920000;KG;1117828;MG   ;1273600
1846;845889;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15920000;KG;1117828;MG   ;1273600
1847;845889;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15920000;KG;1117828;MG   ;1273600
1848;845889;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15920000;KG;1117828;MG   ;1273600
1849;845915;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15540000;KG;1117828;MG   ;1243200
1850;845915;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15540000;KG;1117828;MG   ;1243200
1851;845915;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15540000;KG;1117828;MG   ;1243200
1852;845915;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;15540000;KG;1117828;MG   ;1243200
1853;846173;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;18320000;KG;1117828;MG   ;1465600
1854;846173;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;18320000;KG;1117828;MG   ;1465600
1855;846173;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;18320000;KG;1117828;MG   ;1465600
1856;846173;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;18320000;KG;1117828;MG   ;1465600
1857;846187;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16150000;KG;1117828;MG   ;1292000
1858;846187;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16150000;KG;1117828;MG   ;1292000
1859;846187;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16150000;KG;1117828;MG   ;1292000
1860;846187;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;16150000;KG;1117828;MG   ;1292000
1861;841459;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13210000;KG;1001466;SC   ;1453100
1862;841459;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13210000;KG;1001466;SC   ;1453100
1863;841459;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13210000;KG;1001466;SC   ;1453100
1864;841459;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;13210000;KG;1001466;SC   ;1453100
1865;842313;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15370000;KG;1017115;SC   ;1690700
1866;842313;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15370000;KG;1017115;SC   ;1690700
1867;842313;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15370000;KG;1017115;SC   ;1690700
1868;842313;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;15370000;KG;1017115;SC   ;1690700
1869;871649;20220216;APARAS PAPELAO ONDULADO II 030105 IBAMA;3670000;KG;1001466;SC   ;403700
1870;871649;20220216;APARAS PAPELAO ONDULADO II 030105 IBAMA;3670000;KG;1001466;SC   ;403700
1871;871649;20220216;APARAS PAPELAO ONDULADO II 030105 IBAMA;3670000;KG;1001466;SC   ;403700
1872;871649;20220216;APARAS PAPELAO ONDULADO II 030105 IBAMA;3670000;KG;1001466;SC   ;403700
1873;841942;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1874;841942;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1875;841942;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1876;841942;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1877;842097;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1878;842097;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1879;842097;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1880;842097;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;35000000;KG;1117829;MG   ;2975003
1881;851565;20220119;APARELHO CELULAR SMARTPHONE 128GB      ;1000;TO;1116383;SP   ;136956
1882;851565;20220119;APARELHO CELULAR SMARTPHONE 128GB      ;1000;TO;1116383;SP   ;136956
1883;851565;20220119;APARELHO CELULAR SMARTPHONE 128GB      ;1000;TO;1116383;SP   ;136956
1884;851565;20220119;APARELHO CELULAR SMARTPHONE 128GB      ;1000;TO;1116383;SP   ;136956
1885;851566;20220119;APARELHO CELULAR SMARTPHONE 64GB       ;1000;TO;1116383;SP   ;60569
1886;851566;20220119;APARELHO CELULAR SMARTPHONE 64GB       ;1000;TO;1116383;SP   ;60569
1887;851566;20220119;APARELHO CELULAR SMARTPHONE 64GB       ;1000;TO;1116383;SP   ;60569
1888;851566;20220119;APARELHO CELULAR SMARTPHONE 64GB       ;1000;TO;1116383;SP   ;60569
1889;842256;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24000;TO;1118046;SP   ;2232004
1890;842256;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24000;TO;1118046;SP   ;2232004
1891;842256;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24000;TO;1118046;SP   ;2232004
1892;842256;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24000;TO;1118046;SP   ;2232004
1893;841466;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1118046;SP   ;2325004
1894;841466;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1118046;SP   ;2325004
1895;841466;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1118046;SP   ;2325004
1896;841466;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;25000;TO;1118046;SP   ;2325004
1897;848426;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18710;TO;1118046;SP   ;1683905
1898;848426;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18710;TO;1118046;SP   ;1683905
1899;848426;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18710;TO;1118046;SP   ;1683905
1900;848426;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18710;TO;1118046;SP   ;1683905
1901;848428;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18520;TO;1118046;SP   ;1666804
1902;848428;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18520;TO;1118046;SP   ;1666804
1903;848428;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18520;TO;1118046;SP   ;1666804
1904;848428;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18520;TO;1118046;SP   ;1666804
1905;841950;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1906;841950;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1907;841950;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1908;841950;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1909;842115;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;33460;TO;1116331;SP   ;3178700
1910;842115;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;33460;TO;1116331;SP   ;3178700
1911;842115;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;33460;TO;1116331;SP   ;3178700
1912;842115;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;33460;TO;1116331;SP   ;3178700
1913;842169;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;36070;TO;1116331;SP   ;3426650
1914;842169;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;36070;TO;1116331;SP   ;3426650
1915;842169;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;36070;TO;1116331;SP   ;3426650
1916;842169;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;36070;TO;1116331;SP   ;3426650
1917;842691;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27130;TO;1129538;SP   ;2468828
1918;842691;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27130;TO;1129538;SP   ;2468828
1919;842691;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27130;TO;1129538;SP   ;2468828
1920;842691;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;27130;TO;1129538;SP   ;2468828
1921;842730;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;32345;TO;1118046;SP   ;3169821
1922;842730;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;32345;TO;1118046;SP   ;3169821
1923;842730;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;32345;TO;1118046;SP   ;3169821
1924;842730;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;32345;TO;1118046;SP   ;3169821
1925;843140;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24570;TO;1129538;SP   ;2235868
1926;843140;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24570;TO;1129538;SP   ;2235868
1927;843140;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24570;TO;1129538;SP   ;2235868
1928;843140;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24570;TO;1129538;SP   ;2235868
1929;843156;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25310;TO;1129538;SP   ;2303208
1930;843156;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25310;TO;1129538;SP   ;2303208
1931;843156;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25310;TO;1129538;SP   ;2303208
1932;843156;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;25310;TO;1129538;SP   ;2303208
1933;843173;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24980;TO;1116331;SP   ;2373100
1934;843173;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24980;TO;1116331;SP   ;2373100
1935;843173;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24980;TO;1116331;SP   ;2373100
1936;843173;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;24980;TO;1116331;SP   ;2373100
1937;843183;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;23640;TO;1116331;SP   ;2245800
1938;843183;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;23640;TO;1116331;SP   ;2245800
1939;843183;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;23640;TO;1116331;SP   ;2245800
1940;843183;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;23640;TO;1116331;SP   ;2245800
1941;844065;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;26410;TO;1129538;SP   ;2403308
1942;844065;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;26410;TO;1129538;SP   ;2403308
1943;844065;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;26410;TO;1129538;SP   ;2403308
1944;844065;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;26410;TO;1129538;SP   ;2403308
1945;844215;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;24340;TO;1118046;SP   ;2263624
1946;844215;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;24340;TO;1118046;SP   ;2263624
1947;844215;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;24340;TO;1118046;SP   ;2263624
1948;844215;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;24340;TO;1118046;SP   ;2263624
1949;844218;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;22900;TO;1116331;SP   ;2175500
1950;844218;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;22900;TO;1116331;SP   ;2175500
1951;844218;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;22900;TO;1116331;SP   ;2175500
1952;844218;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;22900;TO;1116331;SP   ;2175500
1953;844226;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1954;844226;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1955;844226;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1956;844226;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18900;TO;1118046;SP   ;1757703
1957;844406;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25750;TO;1116331;SP   ;2446250
1958;844406;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25750;TO;1116331;SP   ;2446250
1959;844406;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25750;TO;1116331;SP   ;2446250
1960;844406;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;25750;TO;1116331;SP   ;2446250
1961;845768;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26150;TO;1129538;SP   ;2379648
1962;845768;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26150;TO;1129538;SP   ;2379648
1963;845768;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26150;TO;1129538;SP   ;2379648
1964;845768;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26150;TO;1129538;SP   ;2379648
1965;845772;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;21610;TO;1116331;SP   ;2052950
1966;845772;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;21610;TO;1116331;SP   ;2052950
1967;845772;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;21610;TO;1116331;SP   ;2052950
1968;845772;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;21610;TO;1116331;SP   ;2052950
1969;845796;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;27260;TO;1116331;SP   ;2589700
1970;845796;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;27260;TO;1116331;SP   ;2589700
1971;845796;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;27260;TO;1116331;SP   ;2589700
1972;845796;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;27260;TO;1116331;SP   ;2589700
1973;846005;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;20280;TO;1118046;SP   ;1886043
1974;846005;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;20280;TO;1118046;SP   ;1886043
1975;846005;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;20280;TO;1118046;SP   ;1886043
1976;846005;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;20280;TO;1118046;SP   ;1886043
1977;846125;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22470;TO;1118046;SP   ;2089674
1978;846125;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22470;TO;1118046;SP   ;2089674
1979;846125;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22470;TO;1118046;SP   ;2089674
1980;846125;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22470;TO;1118046;SP   ;2089674
1981;846568;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22840;TO;1116331;SP   ;2055600
1982;846568;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22840;TO;1116331;SP   ;2055600
1983;846568;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22840;TO;1116331;SP   ;2055600
1984;846568;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;22840;TO;1116331;SP   ;2055600
1985;846605;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26000;TO;1116331;SP   ;2340000
1986;846605;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26000;TO;1116331;SP   ;2340000
1987;846605;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26000;TO;1116331;SP   ;2340000
1988;846605;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26000;TO;1116331;SP   ;2340000
1989;841199;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;18690;TO;1118046;SP   ;1738173
1990;841199;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;18690;TO;1118046;SP   ;1738173
1991;841199;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;18690;TO;1118046;SP   ;1738173
1992;841199;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;18690;TO;1118046;SP   ;1738173
1993;841434;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;19060;TO;1116331;SP   ;1810700
1994;841434;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;19060;TO;1116331;SP   ;1810700
1995;841434;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;19060;TO;1116331;SP   ;1810700
1996;841434;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;19060;TO;1116331;SP   ;1810700
1997;841448;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30410;TO;1116331;SP   ;2888950
1998;841448;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30410;TO;1116331;SP   ;2888950
1999;841448;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30410;TO;1116331;SP   ;2888950
2000;841448;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;30410;TO;1116331;SP   ;2888950
2001;843104;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;18650;TO;1129538;SP   ;1697149
2002;843104;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;18650;TO;1129538;SP   ;1697149
2003;843104;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;18650;TO;1129538;SP   ;1697149
2004;843104;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;18650;TO;1129538;SP   ;1697149
2005;844012;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18450;TO;1118046;SP   ;1715853
2006;844012;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18450;TO;1118046;SP   ;1715853
2007;844012;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18450;TO;1118046;SP   ;1715853
2008;844012;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18450;TO;1118046;SP   ;1715853
2009;844024;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;28040;TO;1129538;SP   ;2551637
2010;844024;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;28040;TO;1129538;SP   ;2551637
2011;844024;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;28040;TO;1129538;SP   ;2551637
2012;844024;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;28040;TO;1129538;SP   ;2551637
2013;844209;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1720503
2014;844209;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1720503
2015;844209;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1720503
2016;844209;20220108;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1720503
2017;844668;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;29840;TO;1129538;SP   ;2715438
2018;844668;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;29840;TO;1129538;SP   ;2715438
2019;844668;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;29840;TO;1129538;SP   ;2715438
2020;844668;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;29840;TO;1129538;SP   ;2715438
2021;844958;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18910;TO;1118046;SP   ;1758633
2022;844958;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18910;TO;1118046;SP   ;1758633
2023;844958;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18910;TO;1118046;SP   ;1758633
2024;844958;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18910;TO;1118046;SP   ;1758633
2025;844988;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18420;TO;1118046;SP   ;1713063
2026;844988;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18420;TO;1118046;SP   ;1713063
2027;844988;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18420;TO;1118046;SP   ;1713063
2028;844988;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;18420;TO;1118046;SP   ;1713063
2029;845016;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30180;TO;1129538;SP   ;2746378
2030;845016;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30180;TO;1129538;SP   ;2746378
2031;845016;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30180;TO;1129538;SP   ;2746378
2032;845016;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;30180;TO;1129538;SP   ;2746378
2033;846399;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30070;TO;1129538;SP   ;2736368
2034;846399;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30070;TO;1129538;SP   ;2736368
2035;846399;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30070;TO;1129538;SP   ;2736368
2036;846399;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;30070;TO;1129538;SP   ;2736368
2037;848429;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18960;TO;1118046;SP   ;1706404
2038;848429;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18960;TO;1118046;SP   ;1706404
2039;848429;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18960;TO;1118046;SP   ;1706404
2040;848429;20220114;APARAS PAPELAO ONDULADO II 030105 IBAMA;18960;TO;1118046;SP   ;1706404
2041;849417;20220115;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1665005
2042;849417;20220115;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1665005
2043;849417;20220115;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1665005
2044;849417;20220115;APARAS PAPELAO ONDULADO II 030105 IBAMA;18500;TO;1118046;SP   ;1665005
2045;841668;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30220;TO;1125794;SP   ;2750018
2046;841668;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30220;TO;1125794;SP   ;2750018
2047;841668;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30220;TO;1125794;SP   ;2750018
2048;841668;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;30220;TO;1125794;SP   ;2750018
2049;842283;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18550;TO;1118046;SP   ;1725153
2050;842283;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18550;TO;1118046;SP   ;1725153
2051;842283;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18550;TO;1118046;SP   ;1725153
2052;842283;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;18550;TO;1118046;SP   ;1725153
2053;842598;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;30020;TO;1125794;SP   ;2731817
2054;842598;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;30020;TO;1125794;SP   ;2731817
2055;842598;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;30020;TO;1125794;SP   ;2731817
2056;842598;20220106;APARAS PAPELAO ONDULADO II 030105 IBAMA;30020;TO;1125794;SP   ;2731817
2057;843518;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18610;TO;1118046;SP   ;1730733
2058;843518;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18610;TO;1118046;SP   ;1730733
2059;843518;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18610;TO;1118046;SP   ;1730733
2060;843518;20220107;APARAS PAPELAO ONDULADO II 030105 IBAMA;18610;TO;1118046;SP   ;1730733
2061;844795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31390;TO;1125794;SP   ;2856488
2062;844795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31390;TO;1125794;SP   ;2856488
2063;844795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31390;TO;1125794;SP   ;2856488
2064;844795;20220110;APARAS PAPELAO ONDULADO II 030105 IBAMA;31390;TO;1125794;SP   ;2856488
2065;846553;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26970;TO;1125794;SP   ;2359879
2066;846553;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26970;TO;1125794;SP   ;2359879
2067;846553;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26970;TO;1125794;SP   ;2359879
2068;846553;20220111;APARAS PAPELAO ONDULADO II 030105 IBAMA;26970;TO;1125794;SP   ;2359879
2069;840970;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1116060;PR   ;1684198
2070;840970;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1116060;PR   ;1684198
2071;840970;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1116060;PR   ;1684198
2072;840970;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;16040000;KG;1116060;PR   ;1684198
2073;841342;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;17950000;KG;1129989;SP   ;1884747
2074;841342;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;17950000;KG;1129989;SP   ;1884747
2075;841342;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;17950000;KG;1129989;SP   ;1884747
2076;841342;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;17950000;KG;1129989;SP   ;1884747
2077;841482;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1116060;PR   ;1488897
2078;841482;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1116060;PR   ;1488897
2079;841482;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1116060;PR   ;1488897
2080;841482;20220104;APARAS PAPELAO ONDULADO II 030105 IBAMA;14180000;KG;1116060;PR   ;1488897
2081;841712;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24460000;KG;1117829;MG   ;2201406
2082;841712;20220105;APARAS PAPELAO ONDULADO II 030105 IBAMA;24460000;KG;1117829;MG   ;2201406
